"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"233",0.00330184515512156,-0.0592051604598582,0.00967104795706289,-0.018279392079378,0.0556568542647316,0.0248668877943398,-0.0545326485653669,0.00868241778520781,0.0131266120328305,-0.0159729551121084,0.00201694824778054,-0.0446946211471591,-0.0110392096415116,-0.00598338399964539,-0.00599157655572951,-0.0185425586824974,-0.0403666840747905,0.056802808098047,0.0395278669519331,0.0213508049938312,-0.0534462036779227,0.0119653028779519,0.0431381486216032,-0.00120739523085847,-0.0760824438051311,0.0568930750684764,-0.0254518103743117,-0.0161078181346211,-0.0518423953756572,-0.0125397060977417,-0.00397904634998072,0.0602425415573717,0.0260343329443575
"234",0.00353757166916838,-0.0661770084290528,0.0066543241519308,-0.0297235111946502,0.055535382441514,0.0313925760041066,-0.0647585152949665,0.00770435943877436,0.00993848249599365,-0.0275762470854374,-0.00149533446247012,-0.0387612703990075,-0.00749071417895667,-0.00960287038049063,-0.0160503866245163,-0.0293924155335152,-0.0331153577637426,0.0547886934261856,0.0379196751477562,0.019005388498311,-0.0395120978614976,0.00802661757262714,0.0334107984005265,-0.00409639403752589,-0.0819885995509209,0.0589783077833263,-0.0404068075608752,-0.0136043947893707,-0.0483224384430771,-0.0130780080947303,-4.67476334614859e-06,0.0622988338820299,0.0280371393359305
"235",0.00392638461454122,-0.0631174479759147,0.00945735688504001,-0.0293236732967834,0.0543541337232859,0.0333520093709588,-0.0617514319662095,0.00600613220088115,0.0119771269541528,-0.0225368566259085,0.00214829984558002,-0.0398757577637581,-0.00581833159649368,-0.0119213826597192,-0.0168061879672924,-0.0265617191339129,-0.0374861032185227,0.0546742696546358,0.041003286685105,0.0208988800396464,-0.0409432599080992,0.00599894119089443,0.0370337736937028,-0.00588399180747455,-0.0784838231882357,0.056188175400409,-0.0368875589237294,-0.01263636883943,-0.0497037542812943,-0.00967304299734922,-0.00157985121018786,0.061570655147354,0.0204411573440356
"236",0.000241475014637043,-0.0576271035897406,0.0095210383495366,-0.0247736466903041,0.0546580343888624,0.0339168742311108,-0.056966074170096,0.00801007134407993,0.014025795610774,-0.015729466544999,0.00430303939761969,-0.0432738414699837,-0.00545012391660396,-0.0150450178079253,-0.018265328241983,-0.0214415610242915,-0.0427067094077677,0.0548116054230139,0.0435590904729996,0.0291495461179693,-0.0473674627086093,0.00527949805987717,0.0405477617707049,-0.00828907398220876,-0.0817617177264685,0.0571206241965896,-0.0384767484717128,-0.0137563554306032,-0.0567990457340629,-0.00956711749554171,-0.00314600345379282,0.0614668139622035,0.0129174612542651
"237",-0.00122892156316444,-0.0561599046778858,0.00921508904165679,-0.0233858297997763,0.0540417368662464,0.0339508393571875,-0.0550873953408482,0.00828786464334555,0.0151014044522119,-0.0138254616351473,0.00441525183704701,-0.0438345462123329,-0.00466106857197948,-0.0160342174118692,-0.018913421882147,-0.0196413375085249,-0.0433186932500289,0.0542963873161663,0.0444992677821457,0.0312294917234231,-0.0492921504334835,0.00525334585114442,0.0416829376988941,-0.00962606499008999,-0.0822242154769059,0.0569138506846233,-0.0384266786424094,-0.0137916119247471,-0.0590188535562666,-0.00919543856698031,-0.00396334223656501,0.0610056001735454,0.0109457386552875
"238",0.00434949497209637,-0.0661127445165162,0.00763192382889115,-0.0293626132329479,0.0517283363362177,0.0315284337541313,-0.0625401793328836,0.00531436593305219,0.0133637749584709,-0.0255342057122053,-0.00123590309384331,-0.0368365407291531,-0.00465103840422192,-0.0111495015744919,-0.0170896060131436,-0.0278535495189548,-0.0318794969012364,0.0535631409577534,0.0409107694861491,0.0163527783347361,-0.040220567490702,0.00757019673763103,0.0361439139875835,-0.00697718894328978,-0.0758023645177677,0.0554376243589227,-0.0347241183669408,-0.0116207698072918,-0.0484996651030517,-0.00905277112946836,-0.00139883931434947,0.0606598041951585,0.0255518956600909
"239",0.00962933369038706,-0.0713320190638634,0.00804949123377547,-0.0347686126271734,0.054051201769076,0.0293002802236299,-0.070163639117268,0.00440859101316942,0.00868486563432756,-0.0314420802529453,-0.00382399849410419,-0.0357894591036101,-0.00853591566030983,-0.00726775283427912,-0.0149728137920751,-0.0346920238984996,-0.0278173750286652,0.0538047086302903,0.0361823532474372,0.00990335839574413,-0.0338582021354982,0.00837103330016741,0.0312450791328257,-0.000998148057679649,-0.0751307542434896,0.0566998916881381,-0.0350166385470234,-0.0145865134212381,-0.0405620248512302,-0.0106799502047958,0.000729003063351222,0.0622937389186729,0.0347113172447565
"240",0.00522038199785556,-0.0629957192309853,0.00989219435501114,-0.0293265430862251,0.0571113833106874,0.032149853407935,-0.0641182466267376,0.00759931653184652,0.00991405892329232,-0.0221547908766443,0.00168633390911693,-0.0424140663752456,-0.00933801387317202,-0.0108465354822084,-0.0157797690692311,-0.0281401544924956,-0.0388625991398844,0.0556830022800799,0.0395245420105738,0.022673458763142,-0.0416815514815923,0.00679297606072802,0.0357493998272309,-0.00266028210167417,-0.0813910448415591,0.0586558959966697,-0.0384624970662615,-0.0158855062550842,-0.0494513745693522,-0.0115271904430475,-0.00092591175569137,0.0630290733581798,0.0221343071485235
"241",0.000732047075180178,-0.0576423886635308,0.00955783502950769,-0.0247181383241625,0.0553346923978136,0.0340631911150803,-0.0573945339881707,0.00867590055803041,0.0136566171017048,-0.0160907892729932,0.00390092514819958,-0.0439924499729698,-0.00675034097360078,-0.0145707790183486,-0.018012615094536,-0.0223361828341519,-0.0429557672023284,0.055122937783102,0.0433811355958536,0.0290481728023887,-0.0473793270574876,0.00585113829653621,0.0398850103492444,-0.00752729539374159,-0.082363457705469,0.0578281235818672,-0.0386574002940923,-0.014462840476824,-0.0566274468463362,-0.0101627908585257,-0.00289610318497963,0.0616808990890453,0.0134394862723249
"242",-0.00120360809788609,-0.0560215721980373,0.00905601654427605,-0.0227889214059893,0.0538179739646869,0.0344289376836241,-0.0544899772154271,0.00869787584212336,0.0155407948489362,-0.0139842079051981,0.00414980905460963,-0.0439192889036658,-0.00501439069216203,-0.0160350799271902,-0.0190608877213663,-0.0198357252814128,-0.0433356006155037,0.0544151549346255,0.0449806521979687,0.0309891094207294,-0.0495357778646054,0.00576155041427637,0.0414526922819516,-0.00989135454851845,-0.0820837921807387,0.0569551881342946,-0.0381473159396619,-0.0135619753571351,-0.0593723145895315,-0.00940437992838241,-0.00385788313842151,0.0606985015859705,0.0106604448343817
"243",-0.00205287691641581,-0.055434861261634,0.0087947630798435,-0.0218749577573731,0.0530383918278808,0.034531798664165,-0.0531627141767742,0.00865853725161642,0.0164517939422338,-0.0131069374237616,0.00418689975159748,-0.0437536207357962,-0.00415348450917194,-0.0166630941946485,-0.0195666213112983,-0.018704781560069,-0.0433440996160527,0.0540482822357547,0.0456915872109252,0.0317601184709097,-0.05047041444763,0.0058077666357077,0.0421155152463944,-0.0109877919986204,-0.0818522197266588,0.0564783387201504,-0.0378461052495226,-0.0130942306333456,-0.0605712441518054,-0.00905871732382325,-0.0042991893710547,0.0601936311877337,0.00952492569289027
"244",-0.0026730746765561,-0.0550176515914278,0.00858574891591337,-0.0211395638604417,0.0523824371040249,0.0346532450034282,-0.0521000653231836,0.00863491554917538,0.0171937789230035,-0.0124958744933035,0.00423339848902243,-0.0435330136632408,-0.00347777833995976,-0.0171566176192583,-0.0199733612671976,-0.0178682627118597,-0.0433383513357181,0.0537850702438483,0.0462536710331862,0.0322262243478083,-0.0511446988314887,0.00586343343212567,0.0426179202547785,-0.011880446820237,-0.0815705481653357,0.0560786851408413,-0.0375877485635002,-0.0126322782982405,-0.061470761244877,-0.00878345154121511,-0.00461227409550201,0.0597817000755948,0.00865046723934825
"245",-0.00254825378168056,-0.0551868893794828,0.00862337757819467,-0.0211856719739862,0.0525063745424771,0.0345692994863595,-0.0522706197995649,0.00867349726933422,0.0170520563153627,-0.012604518921429,0.00418218551164703,-0.0435746612867899,-0.00361000634197234,-0.0170675188100734,-0.0199313774101987,-0.0180108809482638,-0.043286172989738,0.0538341705789994,0.0461279338062585,0.0322047784447127,-0.0510785403073736,0.005981798649171,0.0424861512376264,-0.0116913277575025,-0.0816686616217618,0.0561532471599506,-0.037648964992668,-0.0127782184171168,-0.0613734948395143,-0.008874800300508,-0.0045949740141507,0.059845202645792,0.00886533486387157
"246",-0.00254817317220232,-0.0551876225373192,0.0086201289884267,-0.0211042427604006,0.0524607556815982,0.0346274563019829,-0.052178407658411,0.00874005609020212,0.0171077515023048,-0.0126450289510873,0.00417339563959694,-0.0435238421621055,-0.00363402456484218,-0.017104549944195,-0.0199832527750821,-0.018043805497623,-0.0432896594535071,0.053851952023033,0.0461625238920791,0.0321463261335404,-0.0511009895283808,0.00604543578711712,0.0424829282787285,-0.0117743365136437,-0.0816257490647264,0.0561394340066142,-0.0376430162817986,-0.0127342891187112,-0.0614426984242744,-0.00886048828849523,-0.00460867864905258,0.0598218470411276,0.00881686926411793
"247",0.00628058722081128,-0.0679922581376936,0.00769780444003579,-0.0304752846203374,0.0525212132480039,0.0310594080927793,-0.0648966139189185,0.0058114010607836,0.011900763430084,-0.0276211388764018,-0.0024700576744419,-0.0369126424994311,-0.00655929133657795,-0.0100054768730245,-0.016515522078644,-0.0305388961896766,-0.0304648015209555,0.0540438010355593,0.039725663070737,0.0140758622023941,-0.0382799057825376,0.00874299833674186,0.034088072987366,-0.0047417379724341,-0.0758260252908534,0.0562550165208952,-0.0346483091488454,-0.0131302338929033,-0.0462704302486329,-0.0100185344920683,-0.00045347115811504,0.0610837630481897,0.0285736342186552
"248",0.00596053377188484,-0.0639706703005335,0.00968269362999831,-0.0291887347371367,0.0564679900707992,0.0325392133759585,-0.064290419414436,0.00779443620762227,0.0104773504615734,-0.0233966368399865,0.00107679394819353,-0.0414737587693117,-0.00946291934381903,-0.0108200984261831,-0.0161516257887847,-0.0290825012412802,-0.0378339226142048,0.0559258062078063,0.0399366123280786,0.0209922379655705,-0.0409930524621016,0.00751948759341191,0.035098026976269,-0.00290401395899437,-0.0804668717637776,0.0583293065720434,-0.0379136518358534,-0.0154542358141622,-0.048977870099001,-0.0114397582353522,-0.000436108779077487,0.0626604775386373,0.0226577662057618
"249",0.00121677856918012,-0.0580544280179469,0.009528567032924,-0.024368503412333,0.0551856205163943,0.0344848033878785,-0.0573992824424403,0.0091127930086246,0.0139374309594779,-0.0168562497031634,0.00352829179962812,-0.0436123974827228,-0.00720445375357346,-0.0145211412651331,-0.0182869001236169,-0.0230492819956627,-0.0426243573366482,0.0554458587295089,0.0436717325238568,0.0283571492208932,-0.0471686969601957,0.00644680615630611,0.0393271359310193,-0.00760626943644118,-0.0821219298659171,0.0577392486325091,-0.0385189392601733,-0.0143377974289859,-0.0565229063385564,-0.0103088592978943,-0.0025321256501704,0.0614735438601228,0.01350923738785
"250",-0.00102282184850447,-0.0561278482963541,0.00897140723315391,-0.0221746665341191,0.0534890151688504,0.0349166192065915,-0.0540605830839358,0.009154218873311,0.0160390734939149,-0.0144314816335296,0.00382708689596678,-0.043566344194773,-0.00527406129159112,-0.0161622955730057,-0.0194497167789853,-0.0201948763581312,-0.0431089079397865,0.0546312947343208,0.0454654567436243,0.030604464917039,-0.0496509803368081,0.00632487305458773,0.0411242347858239,-0.0103019740569146,-0.0818301935457678,0.056766961189959,-0.0379504558189463,-0.0133093247938892,-0.0596538377290471,-0.0094636965893036,-0.0036532323088206,0.0603627379137881,0.0103387366214754
"251",-0.00200097982952816,-0.0554451540242469,0.00867961191930705,-0.0211357923794073,0.0526082741133472,0.0350082169915712,-0.0525456767045265,0.00909997090224929,0.0170444362474188,-0.0134089751247824,0.00387258241319374,-0.0433967411410818,-0.00429734708553178,-0.0168627267325607,-0.0200001531867724,-0.018886515985397,-0.0431178123973972,0.0542014291108179,0.0462478856002075,0.0315079825952964,-0.0507246280066658,0.00638115311600314,0.0418787116434877,-0.0115306582440583,-0.0815798250292102,0.0562273430987404,-0.0376035161762632,-0.012790263986146,-0.0610153611782124,-0.00908745643027543,-0.00417449117038842,0.0597878079992447,0.0090726283438219
"252",-0.00246766844062204,-0.0551638512215339,0.00852706732519906,-0.0205671072026907,0.0521317367317448,0.0350490582709218,-0.0517566890562237,0.00908134900854234,0.0175732252399997,-0.0129288009331513,0.00389210715341026,-0.0432524998506279,-0.00379277876767202,-0.0172206334417338,-0.020298986014198,-0.0182420846079773,-0.0430922814455741,0.0539932997871974,0.0466383224081257,0.0319088815945603,-0.0512542773222748,0.00646524793968313,0.0422417150733454,-0.0121661553419536,-0.0814036867145886,0.0559358340679419,-0.0374177746409665,-0.0124865519953053,-0.0617041712107699,-0.00890473407768479,-0.00443512389265834,0.0594814116123298,0.00845969591785507
"253",-0.00248344125601188,-0.0552109629701642,0.00851858819298415,-0.0204624122861603,0.0520973598799664,0.0350302185699832,-0.0516714187069788,0.00912026307869981,0.0176047603323541,-0.0129157936053445,0.00387604521674667,-0.04322931147941,-0.00377843267121315,-0.0172514488259295,-0.0203462221341823,-0.0182147860000076,-0.0430666585496008,0.0539892723660724,0.0466435096658103,0.0319399074047238,-0.051318281093049,0.00656684387156025,0.0422390895200857,-0.0122080782601015,-0.0814035165232693,0.0559230054161577,-0.0374187121057434,-0.0124891183931419,-0.0618005042167594,-0.00891610789233739,-0.00448185069399854,0.0594581838448073,0.00845536913485059
"254",-0.00232735593110491,-0.0553513661105287,0.0085707494851918,-0.0205409829479457,0.0522224352573133,0.0350220505393453,-0.051841102354195,0.0091973143945931,0.0174568075430402,-0.0131016374552318,0.00384615300612053,-0.0432466846701092,-0.00397287572609329,-0.0171607104597061,-0.0202930377087063,-0.0184485658693744,-0.0430591820719403,0.0540716077898261,0.0465164350110823,0.0317904416952336,-0.0511892741561062,0.00666014843433246,0.0421002228550809,-0.0120451078051844,-0.0814564139822806,0.0560157640807025,-0.0374851229772082,-0.0125889108716588,-0.0616655189210693,-0.0089918207116617,-0.00444033650345973,0.0595400139780953,0.0086622521580976
"255",-0.00180212909057147,-0.0562511509022323,0.00965873264504864,-0.0168023873155535,0.0571585760972739,0.0325496721197083,-0.057196569759761,0.00614190196179342,0.0160439563749518,-0.0178776528430937,0.00101997685780948,-0.044197760003658,-0.0047171220841504,-0.0191885686848187,-0.0176508022073943,-0.0184567450644234,-0.0396921944533581,0.057346112914912,0.0437120160170443,0.0304696692144539,-0.0484541749714131,0.00208899424937083,0.039257608072583,-0.0117640917438293,-0.0868423105222588,0.0524658903683767,-0.0351236608715587,-0.0153219517226764,-0.0605079800873741,-0.00956834697944837,0.00150603725422247,0.0558502704751453,0.00583944394080505
"256",0.00144226387290838,-0.0603674811616317,0.00889111160059829,-0.0210801926988386,0.0556048222758438,0.0326616846355611,-0.0589618368422056,0.00842248166192393,0.0134516777759951,-0.02151409508924,0.000335266843345796,-0.0421973850123618,-0.0074560411495177,-0.0143120056903909,-0.0162157296507496,-0.0239606613150308,-0.0381711979787438,0.0572386794125474,0.0422131464489219,0.0246631013525375,-0.0455856336852773,0.0067953607532752,0.0365682597349098,-0.00744034231971957,-0.0829059918887148,0.0563456055144813,-0.0363762889311358,-0.0137035186213521,-0.05511683604402,-0.0117860665030581,0.000594012583981126,0.0595206595116448,0.0165128563343004
"257",-0.000107935478671425,-0.0572432160876501,0.00928000106127793,-0.0211301225316086,0.0552112578804823,0.0342206051110291,-0.0560957284071291,0.00877924800328972,0.0150965122160913,-0.0169113707356332,0.00266976171275785,-0.0437355797705032,-0.00648794173204472,-0.0161464951949493,-0.0184097272730791,-0.0212555643176485,-0.0417897109479201,0.0560664447465988,0.0442776646159143,0.0293397927349368,-0.0484499707415168,0.00601515201291428,0.0394331253165468,-0.00950622120366583,-0.08339534465412,0.0562202563006481,-0.0374418569573308,-0.0142206468443487,-0.0587004019969563,-0.0102393419841644,-0.00167661742254773,0.0595284080160614,0.0108615494510266
"258",0.00111730216795892,-0.0596300837112277,0.00867211741304901,-0.0230647194004112,0.0536962515230522,0.0338968221382541,-0.0568293923682924,0.00980058893329232,0.0142139306039119,-0.019061081985595,0.00150517971686716,-0.04190110359031,-0.0070787687319278,-0.0135834693253704,-0.0179489273773765,-0.0238904600857474,-0.0398433345324382,0.0554466610764813,0.0435967111474394,0.0260806414682001,-0.0469776200825294,0.00849258112529468,0.0379882635447832,-0.007886805348557,-0.0810025779855483,0.057757656589252,-0.0377375378307592,-0.0131629602230949,-0.0560334160383226,-0.0110593825739969,-0.00235099385826696,0.0611119742006786,0.0169766269455498
